Channel name,Description,Subscriber Count,Image Link,Image JSON,Link
Fennomedia,Taistelelu länsimaista/englo-sionistista/globalistista/NATOn/Natsien ideologiaa ja Yhdysvaltojen asettamaa EU:n neljättä valtakuntaa vastaan pahan imperiumin puolivalloitetuilla ydinalueilla.,2,https://cdn4.cdn-telegram.org/file/DzKzo0iahFEtARKqypzcT3xAbUz48PfD9nFx-bVRy8hNXORNEvkCOa0-Trk9Z5VBmQ9M0EoeKo9eGE0DiC5GB2PbiU8iMN-tmne_X1yV54dYy5IeGuD3jqsmZnfKWsRZv32kZ61L8jmn5lMpRWYoX_scmoK4nEf2FumRXkuk3TwLpeTH9mbvAPv1y-HVUFVR8dVXjbS3l1H6Lvh8qVokMtfPGOlbLsBJd-aTI1GPbPkqbw54VA4bGaUBFgrq5KIR-_E5YlChxQiSKpCH-aaSEeN0A-_UT7BA-KzG6nXJEHGswpWJbFojpPSOlOmGC6Z4u7PdWvXb0qXijx2bTiLI0Q.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/DzKzo0iahFEtARKqypzcT3xAbUz48PfD9nFx-bVRy8hNXORNEvkCOa0-Trk9Z5VBmQ9M0EoeKo9eGE0DiC5GB2PbiU8iMN-tmne_X1yV54dYy5IeGuD3jqsmZnfKWsRZv32kZ61L8jmn5lMpRWYoX_scmoK4nEf2FumRXkuk3TwLpeTH9mbvAPv1y-HVUFVR8dVXjbS3l1H6Lvh8qVokMtfPGOlbLsBJd-aTI1GPbPkqbw54VA4bGaUBFgrq5KIR-_E5YlChxQiSKpCH-aaSEeN0A-_UT7BA-KzG6nXJEHGswpWJbFojpPSOlOmGC6Z4u7PdWvXb0qXijx2bTiLI0Q.jpg""}","{""href"": ""https://t.me/Fennomedia"",""label"":""Link""}"
Fennostudio,"Fennomaan video-ohjelmat, uutiset ja tiedotteet. Tämä on Fennomaan virallinen videokanava. Päätoimittaja: Janus Putkonen.	Yhteydenotot: janus.putkonen@fennomaa.net		Fennomaa on perustamisevaiheessa ja tietoja päivitetään!",617,https://cdn4.cdn-telegram.org/file/UynTYe8Adh9FEOrGYl7a1B5UIm2O79oOqqTqHCq0UWfAfhLQvbSZyigBkterXQmNvQwPgvRYNXyvuJkuuU4KR2pzLglSIArxM_h15_gONHXl8CSJbnp8eyhbKd0kQkriqKRJa7gtEa9j_q-1y9ibpacs6cv6bC1hRNeXMYGxOUiau4XN8_F4xCzZHGKFb5gSqQZ-MvMx4aKMgNNfj1Ow5KoLbzCX5dNnV1WSS981-T9oUNmIa_1E-1Srw1y7RywN3vOLLfdGQ4BuesLiXoSTJZ2D9F2V7F8BUr9kOBSpGLspqRPTeEO_m5E_lbOrtNMLVxqg6IsDr3gL7WOT3b1w2w.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/UynTYe8Adh9FEOrGYl7a1B5UIm2O79oOqqTqHCq0UWfAfhLQvbSZyigBkterXQmNvQwPgvRYNXyvuJkuuU4KR2pzLglSIArxM_h15_gONHXl8CSJbnp8eyhbKd0kQkriqKRJa7gtEa9j_q-1y9ibpacs6cv6bC1hRNeXMYGxOUiau4XN8_F4xCzZHGKFb5gSqQZ-MvMx4aKMgNNfj1Ow5KoLbzCX5dNnV1WSS981-T9oUNmIa_1E-1Srw1y7RywN3vOLLfdGQ4BuesLiXoSTJZ2D9F2V7F8BUr9kOBSpGLspqRPTeEO_m5E_lbOrtNMLVxqg6IsDr3gL7WOT3b1w2w.jpg""}","{""href"": ""https://t.me/Fennostudio"",""label"":""Link""}"
Finexit,"Vapaa sana, mutta toisia keskustelijoita täytyy kunnioittaa.		Henkilöön käyvää herjaamista toisia ryhmäläisiä kohtaan ei sallita.",171,https://cdn4.cdn-telegram.org/file/EPM5ghLNZGMgQvlb65rCB6fHCq-NuN8zuk1DiGrZKEgb6l8DNq9N1zYgGggtbJVLBxddmj5MSjygwVuvEscp_yZo2-YLn7bCA5bIHZXDypu3c_fNm9g7_YM5PYgVOxKI9cEkOcqbJ6Xmwdp_1_bYy5jA4Midforh7y8qRoq0Zif6PckzUjxXXO6NRBFx6FjxUJWi6nhy69z_WctpqZ7qsBS0GK_K8wxjXc6xnGEGi2fd6HP7IibNfwWjrjv2j_O6VKOm1dkD5GzFPW92lHOdRcsAWxyvB8PMS-rbhMdOoQX2ICNPKVjHQVKtBO7haGWGsAXSTAA0qrVmPSqib5qpug.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/EPM5ghLNZGMgQvlb65rCB6fHCq-NuN8zuk1DiGrZKEgb6l8DNq9N1zYgGggtbJVLBxddmj5MSjygwVuvEscp_yZo2-YLn7bCA5bIHZXDypu3c_fNm9g7_YM5PYgVOxKI9cEkOcqbJ6Xmwdp_1_bYy5jA4Midforh7y8qRoq0Zif6PckzUjxXXO6NRBFx6FjxUJWi6nhy69z_WctpqZ7qsBS0GK_K8wxjXc6xnGEGi2fd6HP7IibNfwWjrjv2j_O6VKOm1dkD5GzFPW92lHOdRcsAWxyvB8PMS-rbhMdOoQX2ICNPKVjHQVKtBO7haGWGsAXSTAA0qrVmPSqib5qpug.jpg""}","{""href"": ""https://t.me/Finexit"",""label"":""Link""}"
Finlandrebellionnews,"A channel for the most important updates on the world and Finland. The FINNISH of the REBELLION!		Kanava Suomen vastarintaliikkeelle, kapinoivin, kipinöivin sykkiville! 	Julkaisut ovat maailmantilanteen jakamiseksi Suomalaisille huomioiden ulkomaalaiset.",1424,https://cdn4.cdn-telegram.org/file/qOsteNeH1ZQRVnbhVyeig7uYXmHeWroaiGJeEsTAsLeQL5I8f_XtVIntoEKrZkRVa5sSCGT-VgQZsz2Ycpawqg2bLmR2Olt7goOBFUIrBBW2ko7Hg7eOhMparyag8lztOoSJ7msGhL9MyD9T92CI8F1HeRsLLDh_itGpKIZx5kYeavn0DPk50qUmvf4-L6SkWSyp5ddt624Lq9cbKftKEol5Btaigz1MG3PnEFizx_n1shIhUOjPsXpreCgKxNRIFTsJIcHBxtGJXu5Waj0jjX7Zq8rRdYQ7zTnL3HazeM9yQ0Gjcs9xswiarAxm08efSDXfOCKR89wUSoh6w_wAQA.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/qOsteNeH1ZQRVnbhVyeig7uYXmHeWroaiGJeEsTAsLeQL5I8f_XtVIntoEKrZkRVa5sSCGT-VgQZsz2Ycpawqg2bLmR2Olt7goOBFUIrBBW2ko7Hg7eOhMparyag8lztOoSJ7msGhL9MyD9T92CI8F1HeRsLLDh_itGpKIZx5kYeavn0DPk50qUmvf4-L6SkWSyp5ddt624Lq9cbKftKEol5Btaigz1MG3PnEFizx_n1shIhUOjPsXpreCgKxNRIFTsJIcHBxtGJXu5Waj0jjX7Zq8rRdYQ7zTnL3HazeM9yQ0Gjcs9xswiarAxm08efSDXfOCKR89wUSoh6w_wAQA.jpg""}","{""href"": ""https://t.me/Finlandrebellionnews"",""label"":""Link""}"
Flatearthfinlandlitteemaasuomi,Tällä kanavalla pyrin ohjaamaan lukijan erilaisiin flättäri ryhmiin telegramissa. Hakusanalla kun ei löydy vielä mitään.,32,https://cdn4.cdn-telegram.org/file/kW3ny9iCLUr9oRz5kXanaOYHu7vi_hIglOfCRls6m0ksv9-nAXEDNmKzFWv49nnxbTSumzNUu5xsQJbyQpt-e6UC5dnWxcgSnTvLgrI40g3vKG8DaWrIua4A_RbBEYQ8lA-0o2vg2jGkOS5_JNTX61EKllW3O8j0Y6svAkJIOylt_y_Vxat-7zg5TdL-oHKeNbmL8GYU4ZCnvFa3Gc5V-KSpJWpZCc7HNZU97KvmPzeQ7gAjXQbZRgN6oxnpM4kmfmDfxLIWydsaJsExjxnX4PooPB767fxnfsz1zzl2HrGcYgW1yD8JIULuI1A8-vJWA8jSRcrgZAKSpknJoSZHYw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/kW3ny9iCLUr9oRz5kXanaOYHu7vi_hIglOfCRls6m0ksv9-nAXEDNmKzFWv49nnxbTSumzNUu5xsQJbyQpt-e6UC5dnWxcgSnTvLgrI40g3vKG8DaWrIua4A_RbBEYQ8lA-0o2vg2jGkOS5_JNTX61EKllW3O8j0Y6svAkJIOylt_y_Vxat-7zg5TdL-oHKeNbmL8GYU4ZCnvFa3Gc5V-KSpJWpZCc7HNZU97KvmPzeQ7gAjXQbZRgN6oxnpM4kmfmDfxLIWydsaJsExjxnX4PooPB767fxnfsz1zzl2HrGcYgW1yD8JIULuI1A8-vJWA8jSRcrgZAKSpknJoSZHYw.jpg""}","{""href"": ""https://t.me/Flatearthfinlandlitteemaasuomi"",""label"":""Link""}"
Fleamarketsuomi,"Säännöt ⤵️		•Tavaroiden, vaatteiden, elektroniikan ja itsepuolustusvälineiden myyntiä!	•Huume ilmot ehdottomasti kielletty!	•Laittakaa sijainti ilmotuksiin!	•Käyttäjää sc | käyttäjätunnusta aina!		📍Pirkanmaa		➡️ t.me/fleamarketsuomi",270,https://cdn4.cdn-telegram.org/file/WBchp1_VTK4aaOrWTdM5-cpHZm7C-2xKvpBgPo5Nr9c3Um3Yo6HO_L9vwlPd5k8KV3axcvx1DB_RWGqKVrQrt9On2p0eAJ1tId1nZdwUIFRPNPPahcjPNWgQGBNTe4B5x08wQSJmeKODIxRhDlJTlLG5wxUNGhb4F4QpNVcYicreWWt_ATv3EeleJ6CsORYRtgKjf2Vcrnvkt1lfbRZJgOy2Sja-pjuK4rqk8knTYuZthTg9IqPBV5isyZmyvAHhectodK3fc5izsRvWWAZ8t0ahRULWoEWYYR6rvYwgZEKQ3SNqWjTYlOm0Y2jE-QE75fDkxnRpQJGpYpyge16TcQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/WBchp1_VTK4aaOrWTdM5-cpHZm7C-2xKvpBgPo5Nr9c3Um3Yo6HO_L9vwlPd5k8KV3axcvx1DB_RWGqKVrQrt9On2p0eAJ1tId1nZdwUIFRPNPPahcjPNWgQGBNTe4B5x08wQSJmeKODIxRhDlJTlLG5wxUNGhb4F4QpNVcYicreWWt_ATv3EeleJ6CsORYRtgKjf2Vcrnvkt1lfbRZJgOy2Sja-pjuK4rqk8knTYuZthTg9IqPBV5isyZmyvAHhectodK3fc5izsRvWWAZ8t0ahRULWoEWYYR6rvYwgZEKQ3SNqWjTYlOm0Y2jE-QE75fDkxnRpQJGpYpyge16TcQ.jpg""}","{""href"": ""https://t.me/Fleamarketsuomi"",""label"":""Link""}"
Freedomkansanliike,Freedom Kansanliikkeen telegram-ryhmä.,5,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMzIwIiBoZWlnaHQ9IjMyMCIgcHJlc2VydmVBc3BlY3RSYXRpbz0ibm9uZSIgdmlld0JveD0iMCAwIDEwMCAxMDAiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyI%2BPGRlZnM%2BPGxpbmVhckdyYWRpZW50IGlkPSJnIiB4MT0iMCUiIHgyPSIwJSIgeTE9IjAlIiB5Mj0iMTAwJSI%2BPHN0b3Agb2Zmc2V0PSIwJSIgc3RvcC1jb2xvcj0iI2ZmY2Q2YSIvPjxzdG9wIG9mZnNldD0iMTAwJSIgc3RvcC1jb2xvcj0iI2ZmYTg1YyIvPjwvbGluZWFyR3JhZGllbnQ%2BPC9kZWZzPjxzdHlsZT50ZXh0e2ZvbnQ6NjAwIDQ0cHggLWFwcGxlLXN5c3RlbSxCbGlua01hY1N5c3RlbUZvbnQsJ1NlZ29lIFVJJyxSb2JvdG8sSGVsdmV0aWNhLEFyaWFsLHNhbnMtc2VyaWYsJ0FwcGxlIENvbG9yIEVtb2ppJywnU2Vnb2UgVUkgRW1vamknLCdTZWdvZSBVSSBTeW1ib2wnOy13ZWJraXQtdXNlci1zZWxlY3Q6bm9uZTt1c2VyLXNlbGVjdDpub25lfTwvc3R5bGU%2BPHJlY3Qgd2lkdGg9IjEwMCIgaGVpZ2h0PSIxMDAiIGZpbGw9InVybCgjZykiLz48dGV4dCB0ZXh0LWFuY2hvcj0ibWlkZGxlIiB4PSI1MCIgeT0iNjYiIGZpbGw9IiNmZmYiPkZLPC90ZXh0Pjwvc3ZnPg%3D%3D","{""img_src"": ""data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMzIwIiBoZWlnaHQ9IjMyMCIgcHJlc2VydmVBc3BlY3RSYXRpbz0ibm9uZSIgdmlld0JveD0iMCAwIDEwMCAxMDAiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyI%2BPGRlZnM%2BPGxpbmVhckdyYWRpZW50IGlkPSJnIiB4MT0iMCUiIHgyPSIwJSIgeTE9IjAlIiB5Mj0iMTAwJSI%2BPHN0b3Agb2Zmc2V0PSIwJSIgc3RvcC1jb2xvcj0iI2ZmY2Q2YSIvPjxzdG9wIG9mZnNldD0iMTAwJSIgc3RvcC1jb2xvcj0iI2ZmYTg1YyIvPjwvbGluZWFyR3JhZGllbnQ%2BPC9kZWZzPjxzdHlsZT50ZXh0e2ZvbnQ6NjAwIDQ0cHggLWFwcGxlLXN5c3RlbSxCbGlua01hY1N5c3RlbUZvbnQsJ1NlZ29lIFVJJyxSb2JvdG8sSGVsdmV0aWNhLEFyaWFsLHNhbnMtc2VyaWYsJ0FwcGxlIENvbG9yIEVtb2ppJywnU2Vnb2UgVUkgRW1vamknLCdTZWdvZSBVSSBTeW1ib2wnOy13ZWJraXQtdXNlci1zZWxlY3Q6bm9uZTt1c2VyLXNlbGVjdDpub25lfTwvc3R5bGU%2BPHJlY3Qgd2lkdGg9IjEwMCIgaGVpZ2h0PSIxMDAiIGZpbGw9InVybCgjZykiLz48dGV4dCB0ZXh0LWFuY2hvcj0ibWlkZGxlIiB4PSI1MCIgeT0iNjYiIGZpbGw9IiNmZmYiPkZLPC90ZXh0Pjwvc3ZnPg%3D%3D""}","{""href"": ""https://t.me/Freedomkansanliike"",""label"":""Link""}"
Geokatkoily,Yleinen geokätköilykanava,15,https://cdn4.cdn-telegram.org/file/uirKKqPBx8jUvZ9mXa2y6NayFzTL4FQ8tPGeuZcfjOf9wuFq2tgr74has-0aCT818WpBv57s8VUYnWPOWDs1oleEWNYiECpyz5QrSfzbEuWG2vqUZb1VPfBOTk65fnxy5R_oQjXoBj8A5hMP9DK9DUVHGVk2V7rnCa1nDDwgpwdB9B6nZI8vHlMdbrLuNB2wLD11m4tQxYl85YcQIVuAY_h0GLGDSyLwAnqpqoVjqZ2kQUsbTnUj0ysFDOEK0rZW9hGuVoP5XaJVPjiWNn1J8zlNkhKv-LVCyTxPRziTosERoJ_GoBMazyUap092VGrvpXX9PlyhM2jsldTUMK958A.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/uirKKqPBx8jUvZ9mXa2y6NayFzTL4FQ8tPGeuZcfjOf9wuFq2tgr74has-0aCT818WpBv57s8VUYnWPOWDs1oleEWNYiECpyz5QrSfzbEuWG2vqUZb1VPfBOTk65fnxy5R_oQjXoBj8A5hMP9DK9DUVHGVk2V7rnCa1nDDwgpwdB9B6nZI8vHlMdbrLuNB2wLD11m4tQxYl85YcQIVuAY_h0GLGDSyLwAnqpqoVjqZ2kQUsbTnUj0ysFDOEK0rZW9hGuVoP5XaJVPjiWNn1J8zlNkhKv-LVCyTxPRziTosERoJ_GoBMazyUap092VGrvpXX9PlyhM2jsldTUMK958A.jpg""}","{""href"": ""https://t.me/Geokatkoily"",""label"":""Link""}"
Global,@joinSureX,592,https://cdn5.cdn-telegram.org/file/mgbzSJA_mE9xmtWrGTBC4xudhA0v93v16udYysQeNIWjuScq7nr_Ac6-PQSp_tV8LmWxbdk-0M8ufyBLlP3Jt369e3N38cINbFFbWgehzOwfq-YZkBcZ4Kj6uVzCNTPESE3AeBrzsMd57z1x_BpI84ZLPF10Ejdv8gP6_XYuDAAzax1CS5G0aJZQfYG8oYU9XpjEt44rfUCP3HVAtCFGrlna48bjbbQYmYyJuIqM5cX9GEckbLJla9uWFb8geu7Lb6S7kUSJfwYsBfYufpMfo9r9arTfYYLo9cWi3RYEGk-zE9UbaT6YXBDpzP0e5p2WnC2QogYKe50EqjBAy0D6Pg.jpg,"{""img_src"": ""https://cdn5.cdn-telegram.org/file/mgbzSJA_mE9xmtWrGTBC4xudhA0v93v16udYysQeNIWjuScq7nr_Ac6-PQSp_tV8LmWxbdk-0M8ufyBLlP3Jt369e3N38cINbFFbWgehzOwfq-YZkBcZ4Kj6uVzCNTPESE3AeBrzsMd57z1x_BpI84ZLPF10Ejdv8gP6_XYuDAAzax1CS5G0aJZQfYG8oYU9XpjEt44rfUCP3HVAtCFGrlna48bjbbQYmYyJuIqM5cX9GEckbLJla9uWFb8geu7Lb6S7kUSJfwYsBfYufpMfo9r9arTfYYLo9cWi3RYEGk-zE9UbaT6YXBDpzP0e5p2WnC2QogYKe50EqjBAy0D6Pg.jpg""}","{""href"": ""https://t.me/Global"",""label"":""Link""}"
H2ovedenpuhdistaminen,"Tietoa vedestä, sen epäpuhtauksista ja laajemmin terveyteen liittyvistä asioista. Tiedotusta salatuista perusterveys jutuista, joista voi olla sinulle hyötyä.",170,https://cdn4.cdn-telegram.org/file/XprRBYx1KDhbx4At1VkPwhmDKKjj-DdlzcY2eR9KJznrdYiLqtSzfmQCxEn8KWY9VmA_fZYodsjaMB8sVHkE-bRKsTqhjm0Ck69CDARRUyCwgKdlXqQR4_uybOrBTqNvsuqiJN5n3Odu5iXjhN2RkZtS22yvmVUXqhDDqJJU5sYMdBTp9nZ0xcNkud37IlXm5Vxk0jxOGBYh_AoLt5kgjxyzoG9rGAQuEpNhCJN4jJC97piUA8dyE11knjKMiAxwkCrIAY7XM4GRMvRLqh1jDyRq5UvQLIilnuTY3_CeNf00VqrAb1-VwRtapcldk3vBiKJHPx-oBdW6q9JgNUjSYg.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/XprRBYx1KDhbx4At1VkPwhmDKKjj-DdlzcY2eR9KJznrdYiLqtSzfmQCxEn8KWY9VmA_fZYodsjaMB8sVHkE-bRKsTqhjm0Ck69CDARRUyCwgKdlXqQR4_uybOrBTqNvsuqiJN5n3Odu5iXjhN2RkZtS22yvmVUXqhDDqJJU5sYMdBTp9nZ0xcNkud37IlXm5Vxk0jxOGBYh_AoLt5kgjxyzoG9rGAQuEpNhCJN4jJC97piUA8dyE11knjKMiAxwkCrIAY7XM4GRMvRLqh1jDyRq5UvQLIilnuTY3_CeNf00VqrAb1-VwRtapcldk3vBiKJHPx-oBdW6q9JgNUjSYg.jpg""}","{""href"": ""https://t.me/H2ovedenpuhdistaminen"",""label"":""Link""}"
Hannahrohkea,"Tämä on tiedotuskanavani videoilleni, palveluilleni, asiakaskokemuksille, ym.",271,https://cdn4.cdn-telegram.org/file/VKsP7pNdDvrGOtz_JQlO5WZqvU69nzygZ94JfDbFN2vu9tFFhS8j12SZuQ9ATHAoTm3JC-vlFjfo8dgaPxK9APHW1xhBFZPAPHlphxIQXqqq8V8KttvbEmvw99IvjEAFftkhoPrav8Xb2HQWkobnsYeoUOsxigE134Pmk8iz7Dnnf8WJCB8_tgOwQHnH17FzKhPTmPNDN7YBMt5PS9cYnsUqR2CUsJouP5X0S1Xk_8yPNiD4M30EbjRJEow_Z5fUUgkBYukKveJ_l1szZL1_D9LC34kAkJFgMhb1lIkyFQpQrvKYNBSdwHOL0bB9ndFcgj6-t9DYxKK8TipTrDprWA.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/VKsP7pNdDvrGOtz_JQlO5WZqvU69nzygZ94JfDbFN2vu9tFFhS8j12SZuQ9ATHAoTm3JC-vlFjfo8dgaPxK9APHW1xhBFZPAPHlphxIQXqqq8V8KttvbEmvw99IvjEAFftkhoPrav8Xb2HQWkobnsYeoUOsxigE134Pmk8iz7Dnnf8WJCB8_tgOwQHnH17FzKhPTmPNDN7YBMt5PS9cYnsUqR2CUsJouP5X0S1Xk_8yPNiD4M30EbjRJEow_Z5fUUgkBYukKveJ_l1szZL1_D9LC34kAkJFgMhb1lIkyFQpQrvKYNBSdwHOL0bB9ndFcgj6-t9DYxKK8TipTrDprWA.jpg""}","{""href"": ""https://t.me/Hannahrohkea"",""label"":""Link""}"
Hannalindstromofficial,Blogijulkaisuja ym. nähtäväksi ja jaettavaksi tarkoitettua sisältöä. Levitetään rakkautta kaikkialle 💓🙏💓,8,https://cdn4.cdn-telegram.org/file/fl5-8zqtyLrCJn5dKnOO2WQxyJO7YIimQ7susqJXvQpZguYyXkX63uqu19kcP9k1FRQYmjoP86dwV1lkUcfGTr8Xh5bu8tapG9jFrrXuqTxIK86aPMesH2cliUyEhNYIkeaYfo0SByjgzpm9qQNOPD9YBdzXF3t8GFrGIYIRDCkub_LFKvjYmg68ubl2x9kd258dFFIQ92EGqyn7GOHLfhDeHlhwa5dRG6XsvyvY4j3nOkL3ulunRYNtbVrTzV6BZOH0EzmoxNanScDkVPHWe2k1WVqd9aP6atwoWtc43LSc5W2fXbq4FEcTUcjwLqbdIFoEqKJjP5Zb3u4QnE0GqA.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/fl5-8zqtyLrCJn5dKnOO2WQxyJO7YIimQ7susqJXvQpZguYyXkX63uqu19kcP9k1FRQYmjoP86dwV1lkUcfGTr8Xh5bu8tapG9jFrrXuqTxIK86aPMesH2cliUyEhNYIkeaYfo0SByjgzpm9qQNOPD9YBdzXF3t8GFrGIYIRDCkub_LFKvjYmg68ubl2x9kd258dFFIQ92EGqyn7GOHLfhDeHlhwa5dRG6XsvyvY4j3nOkL3ulunRYNtbVrTzV6BZOH0EzmoxNanScDkVPHWe2k1WVqd9aP6atwoWtc43LSc5W2fXbq4FEcTUcjwLqbdIFoEqKJjP5Zb3u4QnE0GqA.jpg""}","{""href"": ""https://t.me/Hannalindstromofficial"",""label"":""Link""}"
Havainnot,"Täällä voit ilmoittaa harvinaisempia pokemoneja, nestejä ja tehtäviä. Vain ilmoitukset. Jutut jutturyhmään, jonka linkki löytyy alapuolelta. 		https://t.me/HAVAINNOT		Muut linkit ja ryhmät	http://bit.ly/pogolinkit",134,https://cdn4.cdn-telegram.org/file/g1DKQh-BHRGDW29bQLf3lbV4-hvM1odMxCGX6ugXQoy1wgSXnVLDs5VueD2XF7nOgeQOZG5OEKCtivJ-JeGT7YufJUzKajZD-9Tc_YovyvJsfEcHpd35emZUaPrAVgFBlYmpAjs394krF9zSq3pjbzm2zivOhs-3vauNO0WfOLWN2PC-ZnyMPbxukrN_Jpm5xalDXXQsfjeUeXBVVuFARNitlmLXMZCgIxIdKH22y92HyTBsRVcvcAxm7tXCesuptG7ZjFkhBvrswZCkVRVyPLLuONGQgdJVKtM5GmyAFlVER7Eg8tddPA5ZydFCy60dTmA_zF60UxDtqLuqkKvGww.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/g1DKQh-BHRGDW29bQLf3lbV4-hvM1odMxCGX6ugXQoy1wgSXnVLDs5VueD2XF7nOgeQOZG5OEKCtivJ-JeGT7YufJUzKajZD-9Tc_YovyvJsfEcHpd35emZUaPrAVgFBlYmpAjs394krF9zSq3pjbzm2zivOhs-3vauNO0WfOLWN2PC-ZnyMPbxukrN_Jpm5xalDXXQsfjeUeXBVVuFARNitlmLXMZCgIxIdKH22y92HyTBsRVcvcAxm7tXCesuptG7ZjFkhBvrswZCkVRVyPLLuONGQgdJVKtM5GmyAFlVER7Eg8tddPA5ZydFCy60dTmA_zF60UxDtqLuqkKvGww.jpg""}","{""href"": ""https://t.me/Havainnot"",""label"":""Link""}"
Heliramax,"Vapauden ja totuuden asialla, VL 1. varapj. Kansan edustaja ehdolla kansanedustajaksi eduskuntaan.",304,https://cdn4.cdn-telegram.org/file/NtLVm5-OB0q6RyXiiPDQuLoSXRVp8MRKGwuOeaVM4ZQsrK0KrlZjjHgQt7XQ2R9YT6-yEEOPZDuFXucoZPkQ5-lYlGjte2UTClmSRSXKUyt-1RKCz4Wgp4vCvDvc_H-d-V0GoIsIafkrp_IF1FW-uSerKXpan0n_GPh5ddMpzp1lYIUv_YfeYs0IPQ3PLKjCszptWGFSkcCGpyxoA5Tn5rrf4oUwiT22bnfeuTDQY3TmhRtWJ0zR4JTqMQjZPF4pKawu-8d3_Br33kc1jl6CYB2pg-_a_-Hc3z4-NmGbaO-ocDcbEiVMHwP_paRanVsZYSOKqreYTg3ugqWcBlf8Jg.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/NtLVm5-OB0q6RyXiiPDQuLoSXRVp8MRKGwuOeaVM4ZQsrK0KrlZjjHgQt7XQ2R9YT6-yEEOPZDuFXucoZPkQ5-lYlGjte2UTClmSRSXKUyt-1RKCz4Wgp4vCvDvc_H-d-V0GoIsIafkrp_IF1FW-uSerKXpan0n_GPh5ddMpzp1lYIUv_YfeYs0IPQ3PLKjCszptWGFSkcCGpyxoA5Tn5rrf4oUwiT22bnfeuTDQY3TmhRtWJ0zR4JTqMQjZPF4pKawu-8d3_Br33kc1jl6CYB2pg-_a_-Hc3z4-NmGbaO-ocDcbEiVMHwP_paRanVsZYSOKqreYTg3ugqWcBlf8Jg.jpg""}","{""href"": ""https://t.me/Heliramax"",""label"":""Link""}"
Historiakanava,Tarkastellaanpa historiaa,412,https://cdn4.cdn-telegram.org/file/PhsdZVmsOtxpP20yIKJFdOHjtMO9QWeecjtOpvtiAy0KkAA8ZV5HPJ9l8dpH4-oz6DrqQtMgQFDjvdezpw746jc8KZswnNKB2MLNzPbOh9uRUtAu-D1Lv0ZbgOSMJKnMvwZ4SfRP-KAZjGKNF7YvV5vo1wOR1vs03XRs1OQdWme2r7Fk3Q2uuV5WcsDfnpYqnL4jFWO6wziuUO0dfKQeDXbf0nPxo63bPHL4j_5onSNRbkzDyEiRcWx0GnNkEm7nvYLcSRa8QK1gLbXSc4uuiXBgJvYx0F9-i5dDsl2qJpZJsECfwLXf3EzgFKsh-f3yr6y0rd_6SLPJHPWOgI6d-Q.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/PhsdZVmsOtxpP20yIKJFdOHjtMO9QWeecjtOpvtiAy0KkAA8ZV5HPJ9l8dpH4-oz6DrqQtMgQFDjvdezpw746jc8KZswnNKB2MLNzPbOh9uRUtAu-D1Lv0ZbgOSMJKnMvwZ4SfRP-KAZjGKNF7YvV5vo1wOR1vs03XRs1OQdWme2r7Fk3Q2uuV5WcsDfnpYqnL4jFWO6wziuUO0dfKQeDXbf0nPxo63bPHL4j_5onSNRbkzDyEiRcWx0GnNkEm7nvYLcSRa8QK1gLbXSc4uuiXBgJvYx0F9-i5dDsl2qJpZJsECfwLXf3EzgFKsh-f3yr6y0rd_6SLPJHPWOgI6d-Q.jpg""}","{""href"": ""https://t.me/Historiakanava"",""label"":""Link""}"
